****** PSID DATA CENTER ************************* 
****** Variable labels for JobID = 350694 ******* 

Variable    Labels
ER76862    L7 CKPT: WTR FATHER ED ALL IN US-RP     
ER76863    L8 YRS FOREIGN EDUCATION OF FATHR-RP    
ER76864    L9 FOREIGN DEGREES OF FATHER-RP         
ER76865    L10 OCCUPATION OF FATHER-RP             
ER76866    L11 INDUSTRY OF FATHER-RP               
ER76867    L12 STATE WHERE MOTHER BORN-RP          
ER76868    L13 STATE MOTHER GREW UP-RP             
ER76869    L14 WTR MOTHER EDUCATED IN US-H         
ER76870    L15 EDUCATION OF MOTHER IN US-RP        
ER76871    L16 WTR MOTHER READ/WRITE-RP            
ER76872    L17 CKPT: WTR MOTHER ED ALL IN US-RP    
ER76873    L18 YRS FOREIGN EDUCATION OF MOTHR-RP   
ER76874    L19 FOREIGN DEGREES OF MOTHER-RP        
ER76875    L20 OCCUPATION OF MOTHER-RP             
ER76876    L21 INDUSTRY OF MOTHER-RP               
ER76877    L22 WHETHER BROTHERS-RP                 
ER76878    L23 # BROTHERS-RP                       
ER76879    L24 WTR ONLY BRO STILL ALIVE-RP         
ER76880    L25 WTR ONLY BRO OLDER THAN REF PERSON  
ER76881    L26 # BROTHERS STILL ALIVE-RP           
ER76882    L27 WTR ANY BRO OLDER THAN REF PERSON   
ER76883    L28 WHETHER SISTERS-RP                  
ER76884    L29 # SISTERS-RP                        
ER76885    L30 WTR ONLY SIS STILL ALIVE-RP         
ER76886    L31 WTR ONLY SIS OLDER THAN REF PERSON  
ER76887    L32 # SISTERS STILL ALIVE-RP            
ER76888    L33 WTR ANY SIS OLDER THAN REF PERSON   
ER76889    L33 STATE REFERENCE PERSON WAS BORN     
ER76890    L33YR YEAR CAME TO UNITED STATES-RP     
ER76891    L34 GREW UP FARM OR?-RP                 
ER76892    L35 STATE WHERE REF PERSON GREW UP      
ER76893    L36 WTR EVER LIVED IN OTR STATE-RP      
ER76894    L37 PARENTS POOR OR?--RP                
ER76895    L38 WTR LIVED W/BOTH PARENTS-RP         
ER76896    L39 SPANISH DESCENT-RP                  
ER76897    L40 RACE OF REFERENCE PERSON-MENTION 1  
ER76898    L40 RACE OF REFERENCE PERSON-MENTION 2  
ER76899    L40 RACE OF REFERENCE PERSON-MENTION 3  
ER76900    L40 RACE OF REFERENCE PERSON-MENTION 4  
ER76901    L40A ASIAN ETHNICITY OF REFERENCE PERSON
ER76902    L41 ETHNIC GROUP-RP                     
ER76903    L41 NATIONALITY MENTION 1-RP            
ER76904    L41 NATIONALITY MENTION 2-RP            
ER76905    L42 WTR EVER IN MILITARY-RP             
ER76906    YEAR HIGHEST EDUCATION UPDATED-RP       
ER76907    L43 WTR REF PERSON EDUCATED IN US       
ER76908    L44 WTR GRADUATED HS-RP                 
ER76909    L45 MO GRADUATED HS-RP                  
ER76910    L45 YR GRADUATED HS-RP                  
ER76911    L46 GRADE LEVEL IF GED-RP               
ER76912    L47 MO LAST IN SCHOOL IF GED-RP         
ER76913    L47 YR LAST IN SCHOOL IF GED-RP         
ER76914    L48 MO RECEIVED GED-RP                  
ER76915    L48 YR RECEIVED GED-RP                  
ER76916    L49 GRADE OF SCHOOL FINISHED-RP         
ER76917    L50 MO LAST IN SCHOOL-RP                
ER76918    L50 YR LAST IN SCHOOL-RP                
ER76919    L51 WTR ATTENDED COLLEGE-RP             
ER76920    L52 MO LAST ATTENDED COLLEGE-RP         
ER76921    L52 YR LAST ATTENDED COLLEGE-RP         
ER76922    L53 HGHST YR COLL COMPLETED-RP          
ER76923    L54 WTR RECD COLLEGE DEGREE-RP          
ER76924    L55 HGHST COLLEGE DEGREE RECD-RP        
ER76925    L55A BA DEG AREA OF STUDY-2DIGIT #1 - RP
ER76926    L55A BA DEG AREA OF STUDY-2DIGIT #2 - RP
ER76927    L55A BACHELOR DEG AREA OF STUDY #1 - RP 
ER76928    L55A BACHELOR DEG AREA OF STUDY #2 - RP 
ER76929    L55D MO RECD BACHELOR'S DEGREE-RP       
ER76930    L55D YR RECD BACHELOR'S DEGREE-RP       
ER76931    L55E HSGT DEG AREA STUDY-2DIGIT #1 - RP 
ER76932    L55E HSGT DEG AREA STUDY-2DIGIT #2 - RP 
ER76933    L55E HIGHEST DEG AREA OF STUDY #1 - RP  
ER76934    L55E HIGHEST DEG AREA OF STUDY #2 - RP  
ER76935    L58 MO RECD COLLEGE DEGREE-RP           
ER76936    L58 YR RECD COLLEGE DEGREE-RP           
ER76937    L60 YRS FOREIGN EDUCATION-RP            
ER76938    L61 FOREIGN DEGREES-RP                  
ER76939    L61A ENROLLED IN REGULAR SCHOOL - RP    
ER76940    L61B GRADE CURRENTLY ATTENDING - RP     
ER76941    L62 WTR REC OTR DEG/CERT-RP             
ER76942    L63 TYPE 1ST OTR DEG/CERT-RP            
ER76943    L64 FIELD 1ST OTR DEG/CERT-RP           
ER76944    L65 INST/ORG OF 1ST OTR DEG/CERT-RP     
ER76945    L66 MO RECD 1ST OTR DEG/CERT-RP         
ER76946    L66 YR RECD 1ST OTR DEG/CERT-RP         
ER76947    L67 WTR 2ND DEGREE/CERT-RP              
ER76948    L63 TYPE 2ND OTR DEG/CERT-RP            
ER76949    L64 FIELD 2ND OTR DEG/CERT-RP           
ER76950    L65 INST/ORG OF 2ND OTR DEG/CERT-RP     
ER76951    L66 MO RECD 2ND OTR DEG/CERT-RP         
ER76952    L66 YR RECD 2ND OTR DEG/CERT-RP         
ER76953    L67 WTR 3RD DEGREE/CERT-RP              
ER76954    L63 TYPE 3RD OTR DEG/CERT-RP            
ER76955    L64 FIELD 3RD OTR DEG/CERT-RP           
ER76956    L65 INST/ORG OF 3RD OTR DEG/CERT-RP     
ER76957    L66 MO RECD 3RD OTR DEG/CERT-RP         
ER76958    L66 YR RECD 3RD OTR DEG/CERT-RP         
ER76959    L67 WTR 4TH DEGREE/CERT-RP              
ER76960    L68A RELIGIOUS PREFERENCE-RP            
ER76961    L70 #YRS WRKD SINCE 18-RP               
ER76962    L71 #YR WRKED FULLTIME-RP               
ER76963    L72 OCCUPATION 1ST FULL TIME JOB-RP     
ER76964    L73 INDUSTRY 1ST FULL TIME JOB-RP       
ER76965    L74 WTR ATTND SCHOOL SINCE LAST IW-RP   
ER76966    L74C WHERE RCVD EDUCATION - RP          
ER76967    L76CKPT COMPLETED LESS HS/GED - RP      
ER76968    L76 WTR GRADUATED FROM HS/GED-RP        
ER76969    L77 MONTH GRADUATED FROM HS-RP          
ER76970    L77 YEAR GRADUATED FROM HS-RP           
ER76971    L77A GRADES CMPLT BEFORE GED - RP       
ER76972    L77A MO LAST ATTD SCHOOL BEFORE GED - RP
ER76973    L77A YR LAST ATTD SCHOOL BEFORE GED -RP 
ER76974    L78 MONTH RECEIVED GED-RP               
ER76975    L78 YEAR RECEIVED GED-RP                
ER76976    L78A GRADES COMPLETED - RP              
ER76977    L78A MO LAST ATTEND REGULAR SCHOOL - RP 
ER76978    L78A YR LAST ATTEND REGULAR SCHOOL -RP  
ER76979    L78B ATTEND COLLGE SINCE LAST IW - RP   
ER76980    L78BMO MONTH LAST ATTEND COLLEGE - RP   
ER76981    L78BYR YEAR LAST ATTEND COLLEGE - RP    
ER76982    L78D HIGHEST YR COLLEGE COMPLETED - RP  
ER76983    L78E RECEIVE DEGREE SINCE LAST IW - RP  
ER76984    L78F1 HIGHEST DEGREE EARNED - RP        
ER76985    L78F2 AREA STUDY BA-2DIGIT MEN#1 - RP   
ER76986    L78F2 AREA STUDY BA-2DIGIT MEN#2 - RP   
ER76987    L78F2 AREA STUDY BACHELOR DEG MEN#1 - RP
ER76988    L78F2 AREA STUDY BACHELOR DEG MEN#2 - RP
ER76989    L78F5 MONTH REC BACHELOR DEGREE-RP      
ER76990    L78F5 YEAR REC BACHELOR DEGREE-RP       
ER76991    L78G AREA STUDY HGST-2DIGIT MEN#1 - RP  
ER76992    L78G AREA STUDY HGST-2DIGIT MEN#2 - RP  
ER76993    L78G AREA OF STUDY HIGHEST DEG MEN #1-RP
ER76994    L78G AREA OF STUDY HIGHEST DEG MEN #2-RP
ER76995    L83 MONTH REC HIGHEST COLLEGE DEGREE-RP 
ER76996    L83 YEAR REC HIGHEST COLLEGE DEGREE-RP  
ER76997    L83A YRS SCHOOL COMPLETE OUTSIDE US - RP
ER76998    L83B HIGHEST DEG EARNED OUTSIDE US - RP 
ER76999    L84 WTR CURRENTLY ENROLLED-RP           
ER77000    L84A GRADE CURRENTLY ATTENDING -RP      
ER77001    IMM17CKPT WTR IMM 2017/2019 SAMPLE      
ER77002    IMM 2016 SCREENING STATUS FOR THIS FU   
ER77003    IMM1 EVER SPOKEN OTR LANGUAGES-RP       
ER77004    IMM2 ANY ADDITIONAL LANG AT HOME-RP     
ER77005    IMM3 LANG AT HOME GROWING UP- MEN 1-RP  
ER77006    IMM3 LANG AT HOME GROWING UP- MEN 2-RP  
ER77007    IMM3 LANG AT HOME GROWING UP- MEN 3-RP  
ER77008    IMM3 LANG AT HOME GROWING UP- MEN 4-RP  
ER77009    IMM3 LANG AT HOME GROWING UP- MEN 5-RP  
ER77010    IMM4 LANG AT HOME NOW- MEN 1-RP         
ER77011    IMM4 LANG AT HOME NOW- MEN 2-RP         
ER77012    IMM4 LANG AT HOME NOW- MEN 3-RP         
ER77013    IMM4 LANG AT HOME NOW- MEN 4-RP         
ER77014    IMM4 LANG AT HOME NOW- MEN 5-RP         
ER77015    IMM5 LANG OUTSIDE HOME- MEN 1-RP        
ER77016    IMM5 LANG OUTSIDE HOME- MEN 2-RP        
ER77017    IMM5 LANG OUTSIDE HOME- MEN 3-RP        
ER77018    IMM5 LANG OUTSIDE HOME- MEN 4-RP        
ER77019    IMM5 LANG OUTSIDE HOME- MEN 5-RP        
ER77020    IMM6 LANG WITH FRIENDS- MEN 1-RP        
ER77021    IMM6 LANG WITH FRIENDS- MEN 2-RP        
ER77022    IMM6 LANG WITH FRIENDS- MEN 3-RP        
ER77023    IMM6 LANG WITH FRIENDS- MEN 4-RP        
ER77024    IMM6 LANG WITH FRIENDS- MEN 5-RP        
ER77025    IMM7CKPT LANGUAGES SELECTED-RP          
ER77026    IMM7 OTR LANG SPEAK/READ MOST OFTEN-RP  
ER77027    IMM8 WTR ENGLISH/OTR LANG MOST OFTEN-RP 
ER77028    IMM9 HOW WELL UNDERSTAND ENGLISH-RP     
ER77029    IMM10 HOW WELL SPEAK ENGLISH-RP         
ER77030    IMM11 HOW WELL READ ENGLISH-RP          
ER77031    IMM12 HOW WELL WRITE ENGLISH-RP         
ER77032    IMM1 EVER SPOKEN OTR LANGUAGES-SP       
ER77033    IMM2 ANY ADDITIONAL LANG AT HOME-SP     
ER77034    IMM3 LANG AT HOME GROWING UP- MEN 1-SP  
ER77035    IMM3 LANG AT HOME GROWING UP- MEN 2-SP  
ER77036    IMM3 LANG AT HOME GROWING UP- MEN 3-SP  
ER77037    IMM3 LANG AT HOME GROWING UP- MEN 4-SP  
ER77038    IMM3 LANG AT HOME GROWING UP- MEN 5-SP  
ER77039    IMM4 LANG AT HOME NOW- MEN 1-SP         
ER77040    IMM4 LANG AT HOME NOW- MEN 2-SP         
ER77041    IMM4 LANG AT HOME NOW- MEN 3-SP         
ER77042    IMM4 LANG AT HOME NOW- MEN 4-SP         
ER77043    IMM4 LANG AT HOME NOW- MEN 5-SP         
ER77044    IMM5 LANG OUTSIDE HOME- MEN 1-SP        
ER77045    IMM5 LANG OUTSIDE HOME- MEN 2-SP        
ER77046    IMM5 LANG OUTSIDE HOME- MEN 3-SP        
ER77047    IMM5 LANG OUTSIDE HOME- MEN 4-SP        
ER77048    IMM5 LANG OUTSIDE HOME- MEN 5-SP        
ER77049    IMM6 LANG WITH FRIENDS- MEN 1-SP        
ER77050    IMM6 LANG WITH FRIENDS- MEN 2-SP        
ER77051    IMM6 LANG WITH FRIENDS- MEN 3-SP        
ER77052    IMM6 LANG WITH FRIENDS- MEN 4-SP        
ER77053    IMM6 LANG WITH FRIENDS- MEN 5-SP        
ER77054    IMM7CKPT LANGUAGES SELECTED-SP          
ER77055    IMM7 OTR LANG SPEAK/READ MOST OFTEN-SP  
ER77056    IMM8 WTR ENGLISH/OTR LANG MOST OFTEN-SP 
ER77057    IMM9 HOW WELL UNDERSTAND ENGLISH-SP     
ER77058    IMM10 HOW WELL SPEAK ENGLISH-SP         
ER77059    IMM11 HOW WELL READ ENGLISH-SP          
ER77060    IMM12 HOW WELL WRITE ENGLISH-SP         
ER77061    M1CKPT WTR PROXY RESPONDENT             
ER77062    M1 WTR DONATION>25 TO CHARITY LAST YEAR 
ER77063    M2 WTR DONATED TO RELIGIOUS ORGANIZATION
ER77064    M2A DOLLAR AMT OF RELIGIOUS DONATIONS   
ER77065    M3 WTR DONATD TO COMBO PURPOSE ORGANIZTN
ER77066    M3A DOLLAR AMT OF COMBO DONATIONS       
ER77067    M4 WTR DONATED TO ORGANIZATION FOR NEEDY
ER77068    M4A DOLLAR AMT OF NEEDY DONATIONS       
ER77069    M5 WTR DONATED TO ORGANIZATN FOR HEALTH 
ER77070    M5A DOLLAR AMT OF HEALTH DONATIONS      
ER77071    M6 WTR DONATED TO ORGANZTION FOR EDUCATN
ER77072    M6A DOLLAR AMT OF EDUCATION DONATIONS   
ER77073    M7 WTR DONATED TO YOUTH ORGANIZATIONS   
ER77074    M7A DOLLAR AMT OF YOUTH ORG DONATIONS   
ER77075    M8 WTR DONATED TO CULTURAL ORGS         
ER77076    M8A DOLLAR AMT OF CULTURAL DONATIONS    
ER77077    M9 WTR DONATED TO COMMUNITY ORGS        
ER77078    M9A DOLLAR AMT OF COMMUNITY DONATIONS   
ER77079    M10 WTR DONATED TO ENVIRONMENT ORGS     
ER77080    M10A DOLLAR AMT OF ENVIRONMENT DONATION 
ER77081    M11 WTR DONATED TO INTERNATL/PEACE ORG  
ER77082    M11A DOLLAR AMT OF INTERNATL/PEACE DNTN 
ER77083    M12 WTR DONATED TO OTHER ORGANIZATIONS  
ER77084    M12 TYPE ORGANIZATION DONATED TO        
ER77085    M12B DOLLAR AMT OF OTHER DONATIONS      
ER77086    M56A FREQ ATTEND RELIGIOUS SVCS-RP      
ER77087    M56B FREQ RELIGIOUS SERVICES PER-RP     
ER77088    M57A FREQ ATTEND RELIGIOUS SVCS-SP      
ER77089    M57B FREQ RELIGIOUS SERVICES PER-SP     
ER77090    BC8 WTR UNEMPLOYED IN 2017 (RP)         
ER77091    BC8 WEEKS UNEMPLOYED IN 2017 (RP)       
ER77092    BC8 WTR UNEMPLOYED JAN 2017-RP          
ER77093    BC8 WTR UNEMPLOYED FEB 2017-RP          
ER77094    BC8 WTR UNEMPLOYED MAR 2017-RP          
ER77095    BC8 WTR UNEMPLOYED APR 2017-RP          
ER77096    BC8 WTR UNEMPLOYED MAY 2017-RP          
ER77097    BC8 WTR UNEMPLOYED JUN 2017-RP          
ER77098    BC8 WTR UNEMPLOYED JUL 2017-RP          
ER77099    BC8 WTR UNEMPLOYED AUG 2017-RP          
ER77100    BC8 WTR UNEMPLOYED SEP 2017-RP          
ER77101    BC8 WTR UNEMPLOYED OCT 2017-RP          
ER77102    BC8 WTR UNEMPLOYED NOV 2017-RP          
ER77103    BC8 WTR UNEMPLOYED DEC 2017-RP          
ER77104    BC7 WTR OUT OF LABOR FORCE IN 2017 (RP) 
ER77105    BC7 WKS OUT OF LABOR FORCE IN 2017 (RP) 
ER77106    BC7 WTR OUT LAB FORCE JAN 2017-RP       
ER77107    BC7 WTR OUT LAB FORCE FEB 2017-RP       
ER77108    BC7 WTR OUT LAB FORCE MAR 2017-RP       
ER77109    BC7 WTR OUT LAB FORCE APR 2017-RP       
ER77110    BC7 WTR OUT LAB FORCE MAY 2017-RP       
ER77111    BC7 WTR OUT LAB FORCE JUN 2017-RP       
ER77112    BC7 WTR OUT LAB FORCE JUL 2017-RP       
ER77113    BC7 WTR OUT LAB FORCE AUG 2017-RP       
ER77114    BC7 WTR OUT LAB FORCE SEP 2017-RP       
ER77115    BC7 WTR OUT LAB FORCE OCT 2017-RP       
ER77116    BC7 WTR OUT LAB FORCE NOV 2017-RP       
ER77117    BC7 WTR OUT LAB FORCE DEC 2017-RP       
ER77118    WTR EMPLOYED IN 2017 (RP)               
ER77119    WEEKS EMPLOYED IN 2017 (RP)             
ER77120    NUMBER OF JOBS IN 2017-RP               
ER77121    BC8 WTR EMPLOYED JAN 2017-RP            
ER77122    BC8 WTR EMPLOYED FEB 2017-RP            
ER77123    BC8 WTR EMPLOYED MAR 2017-RP            
ER77124    BC8 WTR EMPLOYED APR 2017-RP            
ER77125    BC8 WTR EMPLOYED MAY 2017-RP            
ER77126    BC8 WTR EMPLOYED JUN 2017-RP            
ER77127    BC8 WTR EMPLOYED JUL 2017-RP            
ER77128    BC8 WTR EMPLOYED AUG 2017-RP            
ER77129    BC8 WTR EMPLOYED SEP 2017-RP            
ER77130    BC8 WTR EMPLOYED OCT 2017-RP            
ER77131    BC8 WTR EMPLOYED NOV 2017-RP            
ER77132    BC8 WTR EMPLOYED DEC 2017-RP            
ER77133    BC14EE HOURS/WK WORKED IN 2017 (RP)     
ER77134    ACCURACY OF HRS/WK WORKED IN 2017 (RP)  
ER77135    R2 LABOR INCOME 2017 (RP)               
ER77136    R2 PER FOR LABOR INCOME 2017 (RP)       
ER77137    ACCURACY OF LABOR INCOME 2017 (RP)      
ER77138    DE8 WTR UNEMPLOYED IN 2017 (SP)         
ER77139    DE8 WEEKS UNEMPLOYED IN 2017 (SP)       
ER77140    DE8 WTR UNEMPLOYED JAN 2017-SP          
ER77141    DE8 WTR UNEMPLOYED FEB 2017-SP          
ER77142    DE8 WTR UNEMPLOYED MAR 2017-SP          
ER77143    DE8 WTR UNEMPLOYED APR 2017-SP          
ER77144    DE8 WTR UNEMPLOYED MAY 2017-SP          
ER77145    DE8 WTR UNEMPLOYED JUN 2017-SP          
ER77146    DE8 WTR UNEMPLOYED JUL 2017-SP          
ER77147    DE8 WTR UNEMPLOYED AUG 2017-SP          
ER77148    DE8 WTR UNEMPLOYED SEP 2017-SP          
ER77149    DE8 WTR UNEMPLOYED OCT 2017-SP          
ER77150    DE8 WTR UNEMPLOYED NOV 2017-SP          
ER77151    DE8 WTR UNEMPLOYED DEC 2017-SP          
ER77152    DE7 WTR OUT OF LABOR FORCE IN 2017 (SP) 
ER77153    DE7 WKS OUT OF LABOR FORCE IN 2017 (SP) 
ER77154    DE7 WTR OUT LAB FORCE JAN 2017-SP       
ER77155    DE7 WTR OUT LAB FORCE FEB 2017-SP       
ER77156    DE7 WTR OUT LAB FORCE MAR 2017-SP       
ER77157    DE7 WTR OUT LAB FORCE APR 2017-SP       
ER77158    DE7 WTR OUT LAB FORCE MAY 2017-SP       
ER77159    DE7 WTR OUT LAB FORCE JUN 2017-SP       
ER77160    DE7 WTR OUT LAB FORCE JUL 2017-SP       
ER77161    DE7 WTR OUT LAB FORCE AUG 2017-SP       
ER77162    DE7 WTR OUT LAB FORCE SEP 2017-SP       
ER77163    DE7 WTR OUT LAB FORCE OCT 2017-SP       
ER77164    DE7 WTR OUT LAB FORCE NOV 2017-SP       
ER77165    DE7 WTR OUT LAB FORCE DEC 2017-SP       
ER77166    WTR EMPLOYED IN 2017 (SP)               
ER77167    WEEKS EMPLOYED IN 2017 (SP)             
ER77168    NUMBER OF JOBS IN 2017-SP               
ER77169    DE8 WTR EMPLOYED JAN 2017-SP            
ER77170    DE8 WTR EMPLOYED FEB 2017-SP            
ER77171    DE8 WTR EMPLOYED MAR 2017-SP            
ER77172    DE8 WTR EMPLOYED APR 2017-SP            
ER77173    DE8 WTR EMPLOYED MAY 2017-SP            
ER77174    DE8 WTR EMPLOYED JUN 2017-SP            
ER77175    DE8 WTR EMPLOYED JUL 2017-SP            
ER77176    DE8 WTR EMPLOYED AUG 2017-SP            
ER77177    DE8 WTR EMPLOYED SEP 2017-SP            
ER77178    DE8 WTR EMPLOYED OCT 2017-SP            
ER77179    DE8 WTR EMPLOYED NOV 2017-SP            
ER77180    DE8 WTR EMPLOYED DEC 2017-SP            
ER77181    DE14EE HOURS/WK WORKED IN 2017 (SP)     
ER77182    ACCURACY OF HRS/WK WORKED IN 2017 (SP)  
ER77183    R2 LABOR INCOME 2017 (SP)               
ER77184    R2 PER FOR LABOR INCOME 2017 (SP)       
ER77185    ACCURACY OF LABOR INCOME 2017 (SP)      
ER77186    WHO WAS RESPONDENT                      
ER77187    # CALLS FOR IW                          
ER77188    LANGUAGE OF INTERVIEW                   
ER77189    IO26 WTR HOSTILE TO ASKING MED #        
ER77190    IO26 WTR NOT TRUTHFUL TO ASKING MED #   
ER77191    IO26 WTR NOT ABLE TO REMEMBER MED #     
ER77192    IO26 WTR CONF/PRIV CRNS ABOUT MED #     
ER77193    IO26 WTR NO REACTION TO ASKING MED #    
ER77194    IO26 WTR OTR REACTION TO ASKING MED #   
ER77195    IO28 WTR HELP W SCT A - HLPR 1          
ER77196    IO28 WTR HELP W SCT BCDE EHC - HLPR 1   
ER77197    IO28 WTR HELP W SCT BCDE - HLPR 1       
ER77198    IO28 WTR HELP W SCT F - HLPR 1          
ER77199    IO28 WTR HELP W SCT G - HLPR 1          
ER77200    IO28 WTR HELP W SCT W - HLPR 1          
ER77201    IO28 WTR HELP W SCT P - HLPR 1          
ER77202    IO28 WTR HELP W SCT H - HLPR 1          
ER77203    IO28 WTR HELP W SCT HEHC SCRN - HLPR 1  
ER77204    IO28 WTR HELP W SCT HEHC - HLPR 1       
ER77205    IO28 WTR HELP W SCT J - HLPR 1          
ER77206    IO28 WTR HELP W SCT KL - HLPR 1         
ER77207    IO28 WTR HELP W SCT M - HLPR 1          
ER77208    IO28 WTR HELP W ADDR - HLPR 1           
ER77209    IO28 WTR HELP W SCT IMM - HLPR 1        
ER77210    IO28 WTR HELP W OTHER- HLPR 1           
ER77211    IO28 WTR HELP W SCT A - HLPR 2          
ER77212    IO28 WTR HELP W SCT BCDE EHC - HLPR 2   
ER77213    IO28 WTR HELP W SCT BCDE - HLPR 2       
ER77214    IO28 WTR HELP W SCT F - HLPR 2          
ER77215    IO28 WTR HELP W SCT G - HLPR 2          
ER77216    IO28 WTR HELP W SCT W - HLPR 2          
ER77217    IO28 WTR HELP W SCT P - HLPR 2          
ER77218    IO28 WTR HELP W SCT H - HLPR 2          
ER77219    IO28 WTR HELP W SCT HEHC SCRN - HLPR 2  
ER77220    IO28 WTR HELP W SCT HEHC - HLPR 2       
ER77221    IO28 WTR HELP W SCT J - HLPR 2          
ER77222    IO28 WTR HELP W SCT KL - HLPR 2         
ER77223    IO28 WTR HELP W SCT M - HLPR 2          
ER77224    IO28 WTR HELP W ADDR - HLPR 2           
ER77225    IO28 WTR HELP W SCT IMM - HLPR 2        
ER77226    IO28 WTR HELP W OTHER- HLPR 2           
ER77227    IO28 WTR HELP W SCT A - HLPR 3          
ER77228    IO28 WTR HELP W SCT BCDE EHC - HLPR 3   
ER77229    IO28 WTR HELP W SCT BCDE - HLPR 3       
ER77230    IO28 WTR HELP W SCT F - HLPR 3          
ER77231    IO28 WTR HELP W SCT G - HLPR 3          
ER77232    IO28 WTR HELP W SCT W - HLPR 3          
ER77233    IO28 WTR HELP W SCT P - HLPR 3          
ER77234    IO28 WTR HELP W SCT H - HLPR 3          
ER77235    IO28 WTR HELP W SCT HEHC SCRN - HLPR 3  
ER77236    IO28 WTR HELP W SCT HEHC - HLPR 3       
ER77237    IO28 WTR HELP W SCT J - HLPR 3          
ER77238    IO28 WTR HELP W SCT KL - HLPR 3         
ER77239    IO28 WTR HELP W SCT M - HLPR 3          
ER77240    IO28 WTR HELP W ADDR - HLPR 3           
ER77241    IO28 WTR HELP W SCT IMM - HLPR 3        
ER77242    IO28 WTR HELP W OTHER- HLPR 3           
ER77243    IO29 WTR R HAD DOCUMENTS FOR REFERENCE  
ER77244    IO29A TYPE OF DOCUMENT-MENTION 1        
ER77245    IO29A TYPE OF DOCUMENT-MENTION 2        
ER77246    IO29A TYPE OF DOCUMENT-MENTION 3        
ER77247    IO29A TYPE OF DOCUMENT-MENTION 4        
ER77248    # OF INDIVIDUAL RECORDS                 
ER77249    REFERENCE PERSON WORK WEEKS-2018        
ER77250    ACCURACY REF PERSON WORK WEEKS-2018     
ER77251    REFERENCE PERSON WEEKLY WORK HOURS-2018 
ER77252    ACCURACY RP WEEKLY WORK HOURS-2018      
ER77253    RP OVERTIME WORK HOURS-2018             
ER77254    ACCURACY RP OVERTIME WORK HOURS-2018    
ER77255    REF PERSON TOTAL HOURS OF WORK-2018     
ER77256    RP WEEKS MISSED FOR ILLNESS OF OTRS-2018
ER77257    ACC RP WKS MISSED ILLNESS OF OTRS-2018  
ER77258    RP WEEKS MISSED FOR OWN ILLNESS-2018    
ER77259    ACC RP WKS MISSED FOR OWN ILLNESS-2018  
ER77260    RP WEEKS OFF FOR VACATION-2018          
ER77261    ACC RP WEEKS OFF FOR VACATION-2018      
ER77262    REF PERSON STRIKE WEEKS-2018            
ER77263    ACCURACY RP STRIKE WEEKS-2018           
ER77264    REF PERSON WEEKS LAID OFF-2018          
ER77265    ACCURACY RP WEEKS LAID OFF-2018         
ER77266    REF PERSON UNEMPLOYMENT WEEKS-2018      
ER77267    ACCURACY RP UNEMPLOYMENT WEEKS-2018     
ER77268    REF PERSON WEEKS OUT OF LABOR FORCE-2018
ER77269    ACC RP WEEKS OUT OF LABOR FORCE-2018    
ER77270    SPOUSE WORK WEEKS-2018                  
ER77271    ACCURACY SPOUSE WORK WEEKS-2018         
ER77272    SPOUSE WEEKLY WORK HOURS-2018           
ER77273    ACCURACY SPOUSE WEEKLY WORK HOURS-2018  
ER77274    SP OVERTIME WORK HOURS-2018             
ER77275    ACCURACY SP OVERTIME WORK HOURS-2018    
ER77276    SPOUSE TOTAL HOURS OF WORK-2018         
ER77277    SP WEEKS MISSED FOR ILLNESS OF OTRS-2018
ER77278    ACC SP WKS MISSED ILLNESS OF OTRS-2018  
ER77279    SP WEEKS MISSED FOR OWN ILLNESS-2018    
ER77280    ACC SP WKS MISSED FOR OWN ILLNESS-2018  
ER77281    SPOUSE WEEKS OFF FOR VACATION-2018      
ER77282    ACC SPOUSE WEEKS OFF FOR VACATION-2018  
ER77283    SPOUSE STRIKE WEEKS-2018                
ER77284    ACCURACY SPOUSE STRIKE WEEKS-2018       
ER77285    SPOUSE WEEKS LAID OFF-2018              
ER77286    ACCURACY SPOUSE WEEKS LAID OFF-2018     
ER77287    SPOUSE UNEMPLOYMENT WEEKS-2018          
ER77288    ACCURACY SPOUSE UNEMPLOYMENT WEEKS-2018 
ER77289    SPOUSE WEEKS OUT OF LABOR FORCE-2018    
ER77290    ACC SPOUSE WEEKS OUT OF LABOR FORCE-2018
ER77291    TOTAL BUSINESS INCOME-2018              
ER77292    ACC BUSINESS INCOME-2018                
ER77293    NUMBER OF BUSINESSES OWNED BY FU IN 2018
ER77294    FARM INCOME OF REF PERSN AND SPOUSE-2018
